title,url,imdbRating,duration,year,Action,Adventure,Animation,Comedy,Crime,Drama,Horror,Romance,Science-Fiction,Thriller,,,,
Toy Story 3 (2010),http://www.imdb.com/title/tt0435761/,8.5,6180,2010,0,1,1,1,0,0,0,0,0,0,,,,
Das Bourne Ultimatum (2007),http://www.imdb.com/title/tt0440963/,8.1,6900,2007,1,0,0,0,1,0,0,0,0,1,,,,
Pans Labyrinth (2006),http://www.imdb.com/title/tt0457430/,8.3,7080,2006,0,0,0,0,0,1,0,0,0,0,,,,
The Dark Knight (2008),http://www.imdb.com/title/tt0468569/,9,9120,2008,1,0,0,0,1,1,0,0,0,0,,,,
There Will Be Blood (2007),http://www.imdb.com/title/tt0469494/,8.1,9480,2007,0,0,0,0,0,1,0,0,0,0,,,,
No Country for Old Men (2007),http://www.imdb.com/title/tt0477348/,8.2,7320,2007,0,0,0,0,1,1,0,0,0,1,,,,
Prestige - Die Meister der Magie (2006),http://www.imdb.com/title/tt0482571/,8.5,7800,2006,0,0,0,0,0,1,0,0,0,1,,,,
Into the Wild (2007),http://www.imdb.com/title/tt0758758/,8.2,8880,2007,0,1,0,0,0,1,0,0,0,0,,,,
Star Trek (2009),http://www.imdb.com/title/tt0796366/,8.1,7620,2009,1,1,0,0,0,0,0,0,1,0,,,,
Marvel's The Avengers (2012),http://www.imdb.com/title/tt0848228/,8.2,8580,2012,1,0,0,0,0,0,0,0,0,0,,,,
Drachenzähmen leicht gemacht (2010),http://www.imdb.com/title/tt0892769/,8.2,5880,2010,0,1,1,1,0,0,0,0,0,0,,,,
WALL·E - Der letzte räumt die Erde auf (2008),http://www.imdb.com/title/tt0910970/,8.5,5880,2008,0,1,1,0,0,0,0,0,0,0,,,,
Black Swan (2010),http://www.imdb.com/title/tt0947798/,8.1,6480,2010,0,0,0,0,0,1,0,0,0,1,,,,
Mary & Max\, wenn es regnet (2009),mary max oder schrumpfen schafe wenn es regnet,8.2,77311,133,0,0,1,0,0,0,0,0,0,0,0,,
Taare Zameen Par (2007),http://www.imdb.com/title/tt0986264/,8.6,9900,2007,0,0,0,0,0,1,0,0,0,0,,,,
The Wolf of Wall Street (2013),http://www.imdb.com/title/tt0993846/,8.4,10800,2013,0,0,0,1,1,0,0,0,0,0,,,,
Slumdog Millionär (2008),http://www.imdb.com/title/tt1010048/,8.1,7200,2008,0,0,0,0,0,1,0,1,0,1,,,,
Hachiko - Eine wunderbare Freundschaft (2009),http://www.imdb.com/title/tt1028532/,8.2,5580,2009,0,0,0,0,0,1,0,0,0,0,,,,
Oben (2009),http://www.imdb.com/title/tt1049413/,8.3,5760,2009,0,1,1,0,0,1,0,0,0,0,,,,
Shutter Island (2010),http://www.imdb.com/title/tt1130884/,8.1,8280,2010,0,0,0,0,0,1,0,0,0,1,,,,
Der Hobbit - Smaugs Einöde (2013),http://www.imdb.com/title/tt1170358/,8.1,9660,2013,0,1,0,0,0,0,0,0,0,0,,,,
3 Idiots (2009),http://www.imdb.com/title/tt1187043/,8.5,10200,2009,0,0,0,1,0,1,0,1,0,0,,,,
Harry Potter und die Heiligtümer des Todes - Teil 2 (2011),http://www.imdb.com/title/tt1201607/,8.1,7800,2011,0,1,0,0,0,0,0,0,0,0,,,,
Gran Torino (2008),http://www.imdb.com/title/tt1205489/,8.2,6960,2008,0,0,0,0,0,1,0,0,0,0,,,,
Ip Man (2008),http://www.imdb.com/title/tt1220719/,8.1,6360,2008,1,0,0,0,0,1,0,0,0,0,,,,
Die Frau die singt - Incendies (2010),http://www.imdb.com/title/tt1255953/,8.2,8340,2010,0,0,0,0,0,1,0,0,0,0,,,,
Warrior (2011),http://www.imdb.com/title/tt1291584/,8.3,8400,2011,0,0,0,0,0,1,0,0,0,0,,,,
In ihren Augen (2009),http://www.imdb.com/title/tt1305806/,8.3,7740,2009,0,0,0,0,0,1,0,0,0,1,,,,
The Dark Knight Rises (2012),http://www.imdb.com/title/tt1345836/,8.6,9900,2012,1,0,0,0,1,0,0,0,0,1,,,,
Inception (2010),http://www.imdb.com/title/tt1375666/,8.8,8880,2010,1,1,0,0,0,0,0,0,0,0,,,,
Prisoners (2013),http://www.imdb.com/title/tt1392214/,8.1,9180,2013,0,0,0,0,1,1,0,0,0,1,,,,
The Help (2011),http://www.imdb.com/title/tt1454029/,8.1,8760,2011,0,0,0,0,0,1,0,0,0,0,,,,
Gravity (2013),http://www.imdb.com/title/tt1454468/,8.1,5460,2013,0,0,0,0,0,1,0,0,1,1,,,,
Lego (2014),http://www.imdb.com/title/tt1490017/,8.3,6000,2014,0,1,1,1,0,0,0,0,0,0,,,,
The King's Speech (2010),http://www.imdb.com/title/tt1504320/,8.1,7080,2010,0,0,0,0,0,1,0,0,0,0,,,,
Tropa de Elite 2 - O Inimigo Agora É Outro (2010),http://www.imdb.com/title/tt1555149/,8.1,6900,2010,1,0,0,0,1,1,0,0,0,0,,,,
Ziemlich beste Freunde (2011),http://www.imdb.com/title/tt1675434/,8.6,6720,2011,0,0,0,1,0,1,0,0,0,0,,,,
Her (2013),http://www.imdb.com/title/tt1798709/,8.3,7560,2013,0,0,0,0,0,1,0,1,1,0,,,,
Nader und Simin - eine Trennung (2011),http://www.imdb.com/title/tt1832382/,8.5,7380,2011,0,0,0,0,0,1,0,0,0,0,,,,
Django Unchained (2012),http://www.imdb.com/title/tt1853728/,8.5,9900,2012,0,1,0,0,0,1,0,0,0,0,,,,
Rush - Alles für den Sieg (2013),http://www.imdb.com/title/tt1979320/,8.3,7380,2013,1,0,0,0,0,1,0,0,0,0,,,,
12 Years a Slave (2013),http://www.imdb.com/title/tt2024544/,8.3,8040,2013,0,0,0,0,0,1,0,0,0,0,,,,
Die Jagd (2012),http://www.imdb.com/title/tt2106476/,8.3,6900,2012,0,0,0,0,0,1,0,0,0,0,,,,
Ein König in New York (1957),http://www.imdb.com/title/tt0050598/,7.3,6600,1957,0,0,0,1,0,1,0,0,0,0,,,,
Dinner um acht (1933),http://www.imdb.com/title/tt0023948/,7.9,6660,1933,0,0,0,1,0,1,0,0,0,0,,,,
The Miracle of Morgan's Creek (1944),http://www.imdb.com/title/tt0037077/,8,5880,1944,0,0,0,1,0,0,0,1,0,0,,,,
Der Rabe (1943),http://www.imdb.com/title/tt0035753/,7.6,5520,1943,0,0,0,0,1,1,0,0,0,0,,,,
Funny Games (1997),http://www.imdb.com/title/tt0119167/,7.6,6480,1997,0,0,0,0,1,1,0,0,0,1,,,,
Das Schreckenshaus des Dr. Rasanoff (1960),http://www.imdb.com/title/tt0053459/,7.8,5280,1960,0,0,0,0,0,0,1,0,0,0,,,,
Picknick am Valentinstag (1975),http://www.imdb.com/title/tt0073540/,7.6,6900,1975,0,0,0,0,0,1,0,0,0,0,,,,
Der eiskalte Engel (1967),http://www.imdb.com/title/tt0062229/,8.2,6300,1967,0,0,0,0,1,1,0,0,0,0,,,,
Wenn die Gondeln Trauer tragen (1973),http://www.imdb.com/title/tt0069995/,7.4,6600,1973,0,0,0,0,0,1,1,0,0,1,,,,
Napoleon vom Broadway (1934),http://www.imdb.com/title/tt0025919/,7.9,5460,1934,0,0,0,1,0,0,0,1,0,0,,,,
Augen der Angst (1960),http://www.imdb.com/title/tt0054167/,7.8,6060,1960,0,0,0,0,0,1,1,0,0,1,,,,
In der Hitze der Nacht (1967),http://www.imdb.com/title/tt0061811/,8,6540,1967,0,0,0,0,1,1,0,0,0,0,,,,
Videoclub (2013),http://www.imdb.com/title/tt3317282/,4.9,,2013,1,0,0,0,0,0,1,1,0,0,,,,
Mord im Orient Express (1974),http://www.imdb.com/title/tt0071877/,7.3,7680,1974,0,0,0,0,0,0,0,0,0,0,,,,
Buster Keaton - Dampfer-Willis Sohn (1928),http://www.imdb.com/title/tt0019421/,8,4200,1928,1,0,0,1,0,1,0,0,0,0,,,,
Blue Velvet (1986),http://www.imdb.com/title/tt0090756/,7.8,7200,1986,0,0,0,0,1,0,0,0,0,1,,,,
Tod auf dem Nil (1978),http://www.imdb.com/title/tt0077413/,7.2,8400,1978,0,0,0,0,0,0,0,0,0,0,,,,
Das Böse unter der Sonne (1982),http://www.imdb.com/title/tt0083908/,7,7020,1982,0,0,0,0,1,1,0,0,0,0,,,,
Haus der Spiele (1987),http://www.imdb.com/title/tt0093223/,7.3,6120,1987,0,0,0,0,1,0,0,0,0,1,,,,
Verdammnis (2009),http://www.imdb.com/title/tt1216487/,7.1,7740,2009,0,0,0,0,1,1,0,0,0,0,,,,
Copykill (1995),http://www.imdb.com/title/tt0112722/,6.5,7380,1995,0,0,0,0,1,1,0,0,0,0,,,,
Die purpurnen Flüsse (2000),http://www.imdb.com/title/tt0228786/,6.9,6360,2000,0,0,0,0,1,0,0,0,0,1,,,,
Mord - Sir John greift ein! (1930),http://www.imdb.com/title/tt0021165/,6.4,6240,1930,0,0,0,0,1,0,0,0,0,1,,,,
Mr. Deeds geht in die Stadt (1936),http://www.imdb.com/title/tt0027996/,8,6900,1936,0,0,0,1,0,1,0,0,0,0,,,,
The Palm Beach Story (1942),http://www.imdb.com/title/tt0035169/,7.9,5280,1942,0,0,0,1,0,0,0,1,0,0,,,,
Precious Images (1986),http://www.imdb.com/title/tt0091787/,7.4,480,1986,0,0,0,0,0,0,0,0,0,0,,,,
Atlantic City\,atlantic city usa,http://www.imdb.com/title/tt0080388/,9189,6240,3,0,0,0,0,0,0,0,1,0,0,,,
Der versteinerte Wald (1936),http://www.imdb.com/title/tt0028096/,7.7,4920,1936,0,0,0,0,1,1,0,0,0,0,,,,
Boys Don't Cry (1999),http://www.imdb.com/title/tt0171804/,7.6,7080,1999,0,0,0,0,0,1,0,0,0,0,,,,
Die Outsider (1983),http://www.imdb.com/title/tt0086066/,7.2,5460,1983,0,0,0,0,1,1,0,0,0,0,,,,
The Panic in Needle Park (1971),http://www.imdb.com/title/tt0067549/,7.1,6600,1971,0,0,0,0,1,1,0,1,0,0,,,,
Es tut sich was in Hollywood (1928),http://www.imdb.com/title/tt0019379/,8.3,4980,1928,0,0,0,1,0,0,0,1,0,0,,,,
Das Kind (2005),http://www.imdb.com/title/tt0456396/,7.4,6000,2005,0,0,0,0,1,1,0,1,0,0,,,,
William Shakespeares Romeo & Julia (1996),http://www.imdb.com/title/tt0117509/,6.9,7200,1996,0,0,0,0,0,1,0,1,0,0,,,,
Pépé le Moko - Im Dunkel von Algier (1937),http://www.imdb.com/title/tt0029453/,7.7,5640,1937,0,0,0,0,1,1,0,1,0,0,,,,
Das Leben nach dem Tod in Denver (1995),http://www.imdb.com/title/tt0114660/,6.8,6900,1995,0,0,0,0,1,1,0,0,0,0,,,,
Badlands (1973),http://www.imdb.com/title/tt0069762/,7.9,5640,1973,0,0,0,0,1,1,0,0,0,0,,,,
Goldhelm (1952),http://www.imdb.com/title/tt0043386/,7.8,5100,1952,0,0,0,0,1,1,0,1,0,0,,,,
When the Clouds Roll by (1919),http://www.imdb.com/title/tt0010879/,7,5100,1919,1,0,0,1,0,0,0,1,0,0,,,,
Destroy All Humans! (Video Game 2005),http://www.imdb.com/title/tt0433547/,7.9,,2005,1,1,0,1,0,0,0,0,0,0,,,,
Die schreckliche Wahrheit (1937),http://www.imdb.com/title/tt0028597/,8,5460,1937,0,0,0,1,0,0,0,1,0,0,,,,
Über den Dächern von Nizza (1955),http://www.imdb.com/title/tt0048728/,7.5,6360,1955,0,0,0,0,1,0,0,1,0,0,,,,
Laura (1944),http://www.imdb.com/title/tt0037008/,8.2,5280,1944,0,0,0,0,0,1,0,0,0,0,,,,
Mein Mann Godfrey (1936),http://www.imdb.com/title/tt0028010/,8.2,5640,1936,0,0,0,1,0,0,0,1,0,0,,,,
Marnie (1964),http://www.imdb.com/title/tt0058329/,7.2,7800,1964,0,0,0,0,0,1,0,1,0,0,,,,
Whose Line Is It Anyway? Episode #2.7 (TV Episode 1989),http://www.imdb.com/title/tt0802096/,,2220,1989,0,0,0,1,0,0,0,0,0,0,,,,
Manhandled (1924),http://www.imdb.com/title/tt0015116/,8.3,4500,1924,0,0,0,1,0,1,0,0,0,0,,,,
The 100 Greatest War Films (TV Movie 2005),http://www.imdb.com/title/tt0462071/,5.3,23100,2005,0,0,0,0,0,0,0,0,0,0,,,,
Zatôichi monogatari (1962),http://www.imdb.com/title/tt0056714/,7.7,5760,1962,1,1,0,0,0,1,0,0,0,0,,,,
Judo Saga - Die Legende vom großen Judo (1943),http://www.imdb.com/title/tt0036400/,6.9,4740,1943,1,1,0,0,0,1,0,0,0,0,,,,
Robin Hood (2010),http://www.imdb.com/title/tt0955308/,6.7,8400,2010,1,1,0,0,0,1,0,0,0,0,,,,
Hidalgo - 3000 Meilen zum Ruhm (2004),http://www.imdb.com/title/tt0317648/,6.6,8160,2004,1,1,0,0,0,0,0,0,0,0,,,,
Apocalypto (2006),http://www.imdb.com/title/tt0472043/,7.8,8340,2006,1,1,0,0,0,1,0,0,0,0,,,,
Die Höllenfahrt der Poseidon (1972),http://www.imdb.com/title/tt0069113/,7.1,7020,1972,1,1,0,0,0,0,0,0,0,0,,,,
Zatôichi to Yôjinbô (1970),http://www.imdb.com/title/tt0066603/,7.2,4740,1970,1,1,0,0,0,1,0,0,0,0,,,,
Die 36 Kammern der Shaolin (1978),http://www.imdb.com/title/tt0078243/,7.8,6900,1978,1,1,0,0,0,1,0,0,0,0,,,,
Fleisch & Blut (1985),http://www.imdb.com/title/tt0089153/,6.7,7560,1985,0,1,0,0,0,1,0,0,0,0,,,,
Yagyû ichizoku no inbô (1978),http://www.imdb.com/title/tt0078513/,7.3,7800,1978,1,1,0,0,0,1,0,0,0,0,,,,
Die Kanonen von Navarone (1961),http://www.imdb.com/title/tt0054953/,7.6,9480,1961,1,1,0,0,0,1,0,0,0,0,,,,
Das Schloß im Spinnwebwald (1957),http://www.imdb.com/title/tt0050613/,8.2,6600,1957,1,0,0,0,0,1,0,0,0,0,,,,
Smashing UK Top 10 Top 10 International Films (TV Episode 2013),http://www.imdb.com/title/tt3332258/,,600,2013,0,0,0,0,0,0,0,0,0,0,,,,
Zwei Waisen im Sturm (1921),http://www.imdb.com/title/tt0012532/,8.1,9120,1921,0,0,0,0,0,1,0,0,0,0,,,,
Queen Kelly (1929),http://www.imdb.com/title/tt0020298/,8,6060,1929,0,0,0,0,0,1,0,0,0,0,,,,
Coquette (1929),http://www.imdb.com/title/tt0019788/,7.4,4560,1929,0,0,0,0,0,1,0,1,0,0,,,,
...aber das Fleisch ist schwach (1928),http://www.imdb.com/title/tt0019344/,8.1,5820,1928,0,0,0,0,0,1,0,0,0,0,,,,
Der Überfall auf die Virginiapost (1921),http://www.imdb.com/title/tt0012763/,8.2,5940,1921,0,0,0,0,0,1,0,0,0,0,,,,
Ein Stern geht auf (1937),http://www.imdb.com/title/tt0029606/,7.7,6660,1937,0,0,0,0,0,1,0,0,0,0,,,,
The Last Flight (1931),http://www.imdb.com/title/tt0022054/,7.9,4560,1931,0,0,0,0,0,1,0,0,0,0,,,,
Viridiana (1961),http://www.imdb.com/title/tt0055601/,8.2,5400,1961,0,0,0,0,0,1,0,0,0,0,,,,
Das verlorene Wochenende (1945),http://www.imdb.com/title/tt0037884/,8.1,6060,1945,0,0,0,0,0,1,0,0,0,0,,,,
Der schöne Karl (1932),http://www.imdb.com/title/tt0022834/,8.1,4620,1932,0,0,0,0,0,1,0,0,0,0,,,,
The Magic of Fellini (TV Movie 2002),http://www.imdb.com/title/tt0407969/,6.1,3360,2002,0,0,0,0,0,0,0,0,0,0,,,,
Goldenes Gift (1947),http://www.imdb.com/title/tt0039689/,8.1,5820,1947,0,0,0,0,0,1,0,0,0,1,,,,
Ein Mädel mit Tempo (1928),http://www.imdb.com/title/tt0019258/,8.2,4680,1928,0,0,0,1,0,1,0,1,0,0,,,,
Todsünde (1945),http://www.imdb.com/title/tt0037865/,7.8,6600,1945,0,0,0,0,0,1,0,0,0,1,,,,
Niagara (1953),http://www.imdb.com/title/tt0046126/,7.1,5520,1953,0,0,0,0,1,1,0,0,0,1,,,,
Du lebst noch 105 Minuten (1948),http://www.imdb.com/title/tt0040823/,7.5,5340,1948,0,0,0,0,0,1,0,0,0,1,,,,
Act of Violence (1948),http://www.imdb.com/title/tt0041088/,7.5,4920,1948,0,0,0,0,0,1,0,0,0,1,,,,
Gefahr in Frisco (1949),http://www.imdb.com/title/tt0041958/,7.8,5640,1949,0,0,0,0,0,1,0,0,0,1,,,,
An einem Tag wie jeder andere (1955),http://www.imdb.com/title/tt0047985/,7.6,6720,1955,0,0,0,0,1,1,0,0,0,0,,,,
Das unheimliche Fenster (1949),http://www.imdb.com/title/tt0042046/,7.5,4380,1949,0,0,0,0,0,1,0,0,0,1,,,,
Hemmungslose Liebe (1947),http://www.imdb.com/title/tt0039725/,7.2,6480,1947,0,0,0,0,1,1,0,0,0,0,,,,
Dein Schicksal in meiner Hand (1957),http://www.imdb.com/title/tt0051036/,8.2,5760,1957,0,0,0,0,0,1,0,0,0,0,,,,
Gilda (1946),http://www.imdb.com/title/tt0038559/,7.8,6600,1946,0,0,0,0,0,1,0,1,0,0,,,,
Hannah und ihre Schwestern (1986),http://www.imdb.com/title/tt0091167/,8,6180,1986,0,0,0,1,0,1,0,0,0,0,,,,
Siskel & Ebert & the Movies Men in Black/Wild America/Out to Sea (TV Episode 1997),http://www.imdb.com/title/tt1896410/,,1800,1997,0,0,0,0,0,0,0,0,0,0,,,,
Der Tiger von New York (1955),http://www.imdb.com/title/tt0048254/,6.8,4020,1955,0,0,0,0,1,1,0,0,0,0,,,,
Sabrina (1954),http://www.imdb.com/title/tt0047437/,7.8,6780,1954,0,0,0,1,0,1,0,1,0,0,,,,
Im Schatten des Zweifels (1943),http://www.imdb.com/title/tt0036342/,8,6480,1943,0,0,0,0,0,0,0,0,0,1,,,,
Ich beichte (1953),http://www.imdb.com/title/tt0045897/,7.3,5700,1953,0,0,0,0,1,0,0,0,0,1,,,,
Die Narbenhand (1942),http://www.imdb.com/title/tt0035432/,7.6,4860,1942,0,0,0,0,1,1,0,0,0,0,,,,
Unter Geheimbefehl (1950),http://www.imdb.com/title/tt0042832/,7.3,5760,1950,0,0,0,0,1,0,0,0,0,1,,,,
Rififi (1955),http://www.imdb.com/title/tt0048021/,8.2,7320,1955,0,0,0,0,1,1,0,0,0,1,,,,
Die Ratte von Soho (1950),http://www.imdb.com/title/tt0042788/,8,6060,1950,0,0,0,0,1,0,0,0,0,0,,,,
Gangster in Key Largo (1948),http://www.imdb.com/title/tt0040506/,7.9,6000,1948,0,0,0,0,1,1,0,0,0,0,,,,
Verbrechen und andere Kleinigkeiten (1989),http://www.imdb.com/title/tt0097123/,8.1,6240,1989,0,0,0,1,0,1,0,0,0,0,,,,
Denen ist nichts heilig (1937),http://www.imdb.com/title/tt0029322/,7.6,4620,1937,0,0,0,1,0,1,0,1,0,0,,,,
His Girl Friday - Sein Mädchen für besondere Fälle (1940),http://www.imdb.com/title/tt0032599/,8.1,5520,1940,0,0,0,1,0,1,0,1,0,0,,,,
Who Do You Think You're Fooling? (1994),http://www.imdb.com/title/tt0111705/,5.3,660,1994,0,0,0,0,1,0,0,0,0,0,,,,
Glaubensfrage (2008),http://www.imdb.com/title/tt0918927/,7.5,6240,2008,0,0,0,0,0,1,0,0,0,0,,,,
Das weiße Band - Eine deutsche Kindergeschichte (2009),http://www.imdb.com/title/tt1149362/,7.8,8640,2009,0,0,0,0,0,1,0,0,0,0,,,,
Alles über Elly (2009),http://www.imdb.com/title/tt1360860/,8.2,7140,2009,0,0,0,0,0,1,0,0,0,0,,,,
Das Zimmer meines Sohnes (2001),http://www.imdb.com/title/tt0208990/,7.4,5940,2001,0,0,0,0,0,1,0,0,0,0,,,,
Frühstück bei Tiffany (1961),http://www.imdb.com/title/tt0054698/,7.8,6900,1961,0,0,0,1,0,1,0,1,0,0,,,,
Spider (2002),http://www.imdb.com/title/tt0278731/,6.9,5880,2002,0,0,0,0,0,1,0,0,0,0,,,,
Shock Corridor (1963),http://www.imdb.com/title/tt0057495/,7.6,6060,1963,0,0,0,0,0,1,0,0,0,0,,,,
Die mit der Liebe spielen (1960),http://www.imdb.com/title/tt0053619/,7.9,8580,1960,0,0,0,0,0,1,0,0,0,0,,,,
So viele Jahre liebe ich dich (2008),http://www.imdb.com/title/tt1068649/,7.6,7020,2008,0,0,0,0,0,1,0,0,0,0,,,,
Eva mit 3 Gesichtern (1957),http://www.imdb.com/title/tt0051077/,7.3,5460,1957,0,0,0,0,0,1,0,0,0,0,,,,
The Phantom of Paris (1931),http://www.imdb.com/title/tt0022264/,7.6,4440,1931,0,0,0,0,0,1,0,0,0,0,,,,
Manhattan (1979),http://www.imdb.com/title/tt0079522/,8,5760,1979,0,0,0,1,0,1,0,1,0,0,,,,
Anatomie eines Mordes (1959),http://www.imdb.com/title/tt0052561/,8.1,9600,1959,0,0,0,0,1,1,0,0,0,0,,,,
The Bachelor Father (1931),http://www.imdb.com/title/tt0021633/,7.8,5400,1931,0,0,0,1,0,1,0,1,0,0,,,,
Eiskalt in Alexandrien (1958),http://www.imdb.com/title/tt0053935/,7.9,7740,1958,0,0,0,0,0,1,0,0,0,0,,,,
Destroyer (1943),http://www.imdb.com/title/tt0035800/,6.7,5940,1943,0,1,0,0,0,1,0,0,0,0,,,,
Agenten sterben einsam (1968),http://www.imdb.com/title/tt0065207/,7.7,9480,1968,1,1,0,0,0,0,0,0,0,0,,,,
African Queen (1951),http://www.imdb.com/title/tt0043265/,8,6300,1951,0,1,0,0,0,0,0,1,0,0,,,,
Master & Commander - Bis ans Ende der Welt (2003),http://www.imdb.com/title/tt0311113/,7.4,8280,2003,1,1,0,0,0,1,0,0,0,0,,,,
Die Verdammten des Krieges (1989),http://www.imdb.com/title/tt0097027/,7,6780,1989,0,0,0,0,0,1,0,0,0,0,,,,
Gallipoli (1981),http://www.imdb.com/title/tt0082432/,7.6,6600,1981,0,1,0,0,0,1,0,0,0,0,,,,
Die vier Federn (2002),http://www.imdb.com/title/tt0240510/,6.5,7920,2002,0,1,0,0,0,1,0,1,0,0,,,,
Colonel von Ryans Expreß (1965),http://www.imdb.com/title/tt0059885/,7.1,7020,1965,1,1,0,0,0,0,0,0,0,0,,,,
Parks and Recreation Eagleton (TV Episode 2011),http://www.imdb.com/title/tt1636227/,8.3,1260,2011,0,0,0,1,0,0,0,0,0,0,,,,
Die Fälscher (2007),http://www.imdb.com/title/tt0813547/,7.6,5880,2007,0,0,0,0,1,1,0,0,0,0,,,,
Der Stellvertreter (2002),http://www.imdb.com/title/tt0280653/,7.3,7920,2002,0,0,0,0,1,1,0,0,0,0,,,,
Die 120 Tage von Sodom (1975),http://www.imdb.com/title/tt0073650/,6,6960,1975,0,0,0,0,0,1,0,0,0,0,,,,
Die Jungfrauenquelle (1960),http://www.imdb.com/title/tt0053976/,8.1,5340,1960,0,0,0,0,0,1,0,0,0,0,,,,
Wie klaut man eine Million? (1966),http://www.imdb.com/title/tt0060522/,7.6,7380,1966,0,0,0,1,1,0,0,1,0,0,,,,
... A Father... A Son... Once Upon a Time in Hollywood (TV Movie 2005),http://www.imdb.com/title/tt0810861/,7.7,5700,2005,0,0,0,0,0,0,0,0,0,0,,,,
Angst und Schrecken in Las Vegas (1998),http://www.imdb.com/title/tt0120669/,7.8,7080,1998,0,0,0,1,0,0,0,0,0,0,,,,
Akira Kurosawa's Träume (1990),http://www.imdb.com/title/tt0100998/,7.8,7140,1990,0,0,0,0,0,1,0,0,0,0,,,,
The Tree of Life (2011),http://www.imdb.com/title/tt0478304/,6.7,8340,2011,0,0,0,0,0,1,0,0,0,0,,,,
Interview mit einem Vampir - Aus der Chronik der Vampire (1994),http://www.imdb.com/title/tt0110148/,7.6,7380,1994,0,0,0,0,0,0,1,1,0,0,,,,
Tod in Venedig (1971),http://www.imdb.com/title/tt0067445/,7.6,7800,1971,0,0,0,0,0,1,0,0,0,0,,,,
Das Blut eines Dichters (1932),http://www.imdb.com/title/tt0021331/,7.5,3300,1932,0,0,0,0,0,0,0,0,0,0,,,,
Die Handschrift von Saragossa (1965),http://www.imdb.com/title/tt0059643/,8,10920,1965,0,1,0,0,0,1,0,0,0,0,,,,
Fellinis Satyricon (1969),http://www.imdb.com/title/tt0064940/,6.9,7680,1969,0,0,0,0,0,1,0,0,0,0,,,,
Hereafter - Das Leben danach (2010),http://www.imdb.com/title/tt1212419/,6.5,7740,2010,0,0,0,0,0,1,0,0,0,0,,,,
Von Angesicht zu Angesicht (1976),http://www.imdb.com/title/tt0074147/,7.7,6840,1976,0,0,0,0,0,1,0,0,0,0,,,,
Mission Hill Plan 9 from Mission Hill (or I Married a Gay Man from Outer Space) (TV Episode 2002),http://www.imdb.com/title/tt0825354/,7.4,1800,2002,0,0,1,1,0,1,0,0,0,0,,,,
Das Schweigen (1963),http://www.imdb.com/title/tt0057611/,8,5760,1963,0,0,0,0,0,1,0,0,0,0,,,,
Herbstsonate (1978),http://www.imdb.com/title/tt0077711/,8.2,5940,1978,0,0,0,0,0,1,0,0,0,0,,,,
Schande (1968),http://www.imdb.com/title/tt0063611/,7.9,6180,1968,0,0,0,0,0,1,0,0,0,0,,,,
Licht im Winter (1963),http://www.imdb.com/title/tt0057358/,8,4860,1963,0,0,0,0,0,1,0,0,0,0,,,,
Paris\,paris texas,http://www.imdb.com/title/tt0087884/,34465,8820,1,0,0,0,0,0,0,0,0,0,0,,,
Opfer (1986),http://www.imdb.com/title/tt0091670/,8.1,8520,1986,0,0,0,0,0,1,0,0,0,0,,,,
Die Nacht (1961),http://www.imdb.com/title/tt0054130/,7.9,6900,1961,0,0,0,0,0,1,0,0,0,0,,,,
Harakiri (1962),http://www.imdb.com/title/tt0056058/,8.6,7980,1962,1,0,0,0,0,1,0,0,0,0,,,,
Die Reise nach Tokio (1953),http://www.imdb.com/title/tt0046438/,8.3,8160,1953,0,0,0,0,0,1,0,0,0,0,,,,
Der Konformist (1970),http://www.imdb.com/title/tt0065571/,8.1,6660,1970,0,0,0,0,0,1,0,0,0,0,,,,
Belle de Jour - Schöne des Tages (1967),http://www.imdb.com/title/tt0061395/,7.8,6060,1967,0,0,0,0,0,1,0,0,0,0,,,,
Big Fish - Der Zauber\,big fish der zauber der ein leben zur legende macht,http://www.imdb.com/title/tt0319061/,295910,7500,3,0,1,0,0,0,0,0,0,0,0,,,
Zwielicht (1996),http://www.imdb.com/title/tt0117381/,7.7,7740,1996,0,0,0,0,1,1,0,0,0,0,,,,
Gone Baby gone - Kein Kinderspiel (2007),http://www.imdb.com/title/tt0452623/,7.7,6840,2007,0,0,0,0,1,1,0,0,0,0,,,,
Der Name der Rose (1986),http://www.imdb.com/title/tt0091605/,7.8,7800,1986,0,0,0,0,0,1,0,0,0,1,,,,
Eine Frage der Ehre (1992),http://www.imdb.com/title/tt0104257/,7.6,8280,1992,0,0,0,0,1,1,0,0,0,0,,,,
Verblendung (2009),http://www.imdb.com/title/tt1132620/,7.8,9120,2009,0,0,0,0,1,0,0,0,0,1,,,,
Following (1998),http://www.imdb.com/title/tt0154506/,7.6,4140,1998,0,0,0,0,1,1,0,0,0,0,,,,
Michael Clayton (2007),http://www.imdb.com/title/tt0465538/,7.3,7140,2007,0,0,0,0,1,1,0,0,0,0,,,,
Insomnia - Schlaflos (2002),http://www.imdb.com/title/tt0278504/,7.2,7080,2002,0,0,0,0,1,0,0,0,0,1,,,,
Mississippi Burning - Die Wurzel des Hasses (1988),http://www.imdb.com/title/tt0095647/,7.8,7680,1988,0,0,0,0,0,1,0,0,0,1,,,,
Exit (1985),http://www.imdb.com/title/tt0091021/,6.6,960,1985,0,0,0,0,0,0,0,0,1,0,,,,
Remington Steele In the Steele of the Night (TV Episode 1982),http://www.imdb.com/title/tt0684853/,7.9,3600,1982,0,1,0,1,1,0,0,0,0,0,,,,
